"Sample","Location","MFI","Antigen"
"S1","ETH",16087,"LF010"
"S1","ETH",15200.5,"LF005"
"S1","ETH",16593,"EBP"
"S1","ETH",20752,"RBP2b.P87"
"S1","ETH",21296,"MSP8"
"S1","ETH",6828,"PvCSS"
"S1","ETH",5647.5,"PTEX150"
"S1","ETH",25207,"LF016"
"S2","ETH",13225,"LF010"
"S2","ETH",11693,"LF005"
"S2","ETH",13766,"EBP"
"S2","ETH",20377,"RBP2b.P87"
"S2","ETH",18846,"MSP8"
"S2","ETH",4367,"PvCSS"
"S2","ETH",3399.5,"PTEX150"
"S2","ETH",23733.5,"LF016"
"S3","ETH",11055,"LF010"
"S3","ETH",8650,"LF005"
"S3","ETH",10578.5,"EBP"
"S3","ETH",16619,"RBP2b.P87"
"S3","ETH",15838,"MSP8"
"S3","ETH",2382.5,"PvCSS"
"S3","ETH",2090,"PTEX150"
"S3","ETH",24788,"LF016"
"S4","ETH",6565.5,"LF010"
"S4","ETH",5600,"LF005"
"S4","ETH",6607,"EBP"
"S4","ETH",15412.5,"RBP2b.P87"
"S4","ETH",11167.5,"MSP8"
"S4","ETH",1359,"PvCSS"
"S4","ETH",1215,"PTEX150"
"S4","ETH",23842,"LF016"
"S5","ETH",4697,"LF010"
"S5","ETH",3089.5,"LF005"
"S5","ETH",4644,"EBP"
"S5","ETH",12231,"RBP2b.P87"
"S5","ETH",7291,"MSP8"
"S5","ETH",751,"PvCSS"
"S5","ETH",688,"PTEX150"
"S5","ETH",21131,"LF016"
"S6","ETH",2451,"LF010"
"S6","ETH",1877,"LF005"
"S6","ETH",2391,"EBP"
"S6","ETH",8058,"RBP2b.P87"
"S6","ETH",4558,"MSP8"
"S6","ETH",399,"PvCSS"
"S6","ETH",363,"PTEX150"
"S6","ETH",18427.5,"LF016"
"S7","ETH",1459,"LF010"
"S7","ETH",1090.5,"LF005"
"S7","ETH",1409,"EBP"
"S7","ETH",5425,"RBP2b.P87"
"S7","ETH",2516.5,"MSP8"
"S7","ETH",207.5,"PvCSS"
"S7","ETH",202,"PTEX150"
"S7","ETH",14419,"LF016"
"S8","ETH",821,"LF010"
"S8","ETH",600,"LF005"
"S8","ETH",936.5,"EBP"
"S8","ETH",2948,"RBP2b.P87"
"S8","ETH",1415,"MSP8"
"S8","ETH",110,"PvCSS"
"S8","ETH",103,"PTEX150"
"S8","ETH",10037.5,"LF016"
"S9","ETH",407,"LF010"
"S9","ETH",324,"LF005"
"S9","ETH",511.5,"EBP"
"S9","ETH",1637,"RBP2b.P87"
"S9","ETH",785,"MSP8"
"S9","ETH",60,"PvCSS"
"S9","ETH",58,"PTEX150"
"S9","ETH",6297.5,"LF016"
"S10","ETH",236,"LF010"
"S10","ETH",174,"LF005"
"S10","ETH",286,"EBP"
"S10","ETH",922,"RBP2b.P87"
"S10","ETH",428,"MSP8"
"S10","ETH",33,"PvCSS"
"S10","ETH",34,"PTEX150"
"S10","ETH",3871,"LF016"
"S1","ETH",16220,"LF010"
"S1","ETH",14950.5,"LF005"
"S1","ETH",16409,"EBP"
"S1","ETH",20050,"RBP2b.P87"
"S1","ETH",21733,"MSP8"
"S1","ETH",6712.5,"PvCSS"
"S1","ETH",5718,"PTEX150"
"S1","ETH",24681,"LF016"
"S2","ETH",12571,"LF010"
"S2","ETH",12035,"LF005"
"S2","ETH",11686,"EBP"
"S2","ETH",19645,"RBP2b.P87"
"S2","ETH",18530.5,"MSP8"
"S2","ETH",4360,"PvCSS"
"S2","ETH",3592,"PTEX150"
"S2","ETH",24497.5,"LF016"
"S3","ETH",11004,"LF010"
"S3","ETH",8457,"LF005"
"S3","ETH",9679,"EBP"
"S3","ETH",17889,"RBP2b.P87"
"S3","ETH",15276,"MSP8"
"S3","ETH",2353,"PvCSS"
"S3","ETH",2022,"PTEX150"
"S3","ETH",23777,"LF016"
"S4","ETH",6270,"LF010"
"S4","ETH",5469.5,"LF005"
"S4","ETH",6600.5,"EBP"
"S4","ETH",15080.5,"RBP2b.P87"
"S4","ETH",11040,"MSP8"
"S4","ETH",1333.5,"PvCSS"
"S4","ETH",1145.5,"PTEX150"
"S4","ETH",22859,"LF016"
"S5","ETH",4401,"LF010"
"S5","ETH",3032.5,"LF005"
"S5","ETH",4159.5,"EBP"
"S5","ETH",11103.5,"RBP2b.P87"
"S5","ETH",7076,"MSP8"
"S5","ETH",722.5,"PvCSS"
"S5","ETH",644,"PTEX150"
"S5","ETH",20919,"LF016"
"S6","ETH",2315,"LF010"
"S6","ETH",1831,"LF005"
"S6","ETH",2548,"EBP"
"S6","ETH",8067,"RBP2b.P87"
"S6","ETH",4485,"MSP8"
"S6","ETH",389,"PvCSS"
"S6","ETH",357,"PTEX150"
"S6","ETH",17871,"LF016"
"S7","ETH",1494.5,"LF010"
"S7","ETH",1031,"LF005"
"S7","ETH",1384,"EBP"
"S7","ETH",5228,"RBP2b.P87"
"S7","ETH",2370,"MSP8"
"S7","ETH",197,"PvCSS"
"S7","ETH",184,"PTEX150"
"S7","ETH",13965,"LF016"
"S8","ETH",708.5,"LF010"
"S8","ETH",585,"LF005"
"S8","ETH",793.5,"EBP"
"S8","ETH",3025.5,"RBP2b.P87"
"S8","ETH",1406,"MSP8"
"S8","ETH",105,"PvCSS"
"S8","ETH",106,"PTEX150"
"S8","ETH",9578,"LF016"
"S9","ETH",458,"LF010"
"S9","ETH",302.5,"LF005"
"S9","ETH",482,"EBP"
"S9","ETH",1778,"RBP2b.P87"
"S9","ETH",787,"MSP8"
"S9","ETH",58,"PvCSS"
"S9","ETH",55,"PTEX150"
"S9","ETH",6350.5,"LF016"
"S10","ETH",231,"LF010"
"S10","ETH",164.5,"LF005"
"S10","ETH",244,"EBP"
"S10","ETH",927.5,"RBP2b.P87"
"S10","ETH",417.5,"MSP8"
"S10","ETH",32.5,"PvCSS"
"S10","ETH",32,"PTEX150"
"S10","ETH",3719.5,"LF016"
"S1","ETH",17992.5,"LF010"
"S1","ETH",15107,"LF005"
"S1","ETH",15714.5,"EBP"
"S1","ETH",21275,"RBP2b.P87"
"S1","ETH",21302,"MSP8"
"S1","ETH",6702,"PvCSS"
"S1","ETH",5570,"PTEX150"
"S1","ETH",25418,"LF016"
"S2","ETH",13960.5,"LF010"
"S2","ETH",11439,"LF005"
"S2","ETH",13405,"EBP"
"S2","ETH",19211,"RBP2b.P87"
"S2","ETH",18559.5,"MSP8"
"S2","ETH",4041,"PvCSS"
"S2","ETH",3126,"PTEX150"
"S2","ETH",24510.5,"LF016"
"S3","ETH",8441.5,"LF010"
"S3","ETH",7898,"LF005"
"S3","ETH",9368,"EBP"
"S3","ETH",17642,"RBP2b.P87"
"S3","ETH",14317,"MSP8"
"S3","ETH",2230,"PvCSS"
"S3","ETH",1846,"PTEX150"
"S3","ETH",24305,"LF016"
"S4","ETH",7334,"LF010"
"S4","ETH",5171,"LF005"
"S4","ETH",6409,"EBP"
"S4","ETH",14408.5,"RBP2b.P87"
"S4","ETH",10322,"MSP8"
"S4","ETH",1257.5,"PvCSS"
"S4","ETH",1109.5,"PTEX150"
"S4","ETH",22909.5,"LF016"
"S5","ETH",3280,"LF010"
"S5","ETH",2765,"LF005"
"S5","ETH",3809,"EBP"
"S5","ETH",10852,"RBP2b.P87"
"S5","ETH",6517,"MSP8"
"S5","ETH",634.5,"PvCSS"
"S5","ETH",578,"PTEX150"
"S5","ETH",19793,"LF016"
"S6","ETH",2322,"LF010"
"S6","ETH",1678,"LF005"
"S6","ETH",2300,"EBP"
"S6","ETH",7754,"RBP2b.P87"
"S6","ETH",4124,"MSP8"
"S6","ETH",345,"PvCSS"
"S6","ETH",309,"PTEX150"
"S6","ETH",16984,"LF016"
"S7","ETH",1248,"LF010"
"S7","ETH",937,"LF005"
"S7","ETH",1306,"EBP"
"S7","ETH",4417,"RBP2b.P87"
"S7","ETH",2146,"MSP8"
"S7","ETH",178,"PvCSS"
"S7","ETH",163.5,"PTEX150"
"S7","ETH",12876,"LF016"
"S8","ETH",807,"LF010"
"S8","ETH",508.5,"LF005"
"S8","ETH",754,"EBP"
"S8","ETH",2626,"RBP2b.P87"
"S8","ETH",1261,"MSP8"
"S8","ETH",92,"PvCSS"
"S8","ETH",90,"PTEX150"
"S8","ETH",9054,"LF016"
"S9","ETH",401,"LF010"
"S9","ETH",256,"LF005"
"S9","ETH",423.5,"EBP"
"S9","ETH",1603,"RBP2b.P87"
"S9","ETH",663,"MSP8"
"S9","ETH",49,"PvCSS"
"S9","ETH",51,"PTEX150"
"S9","ETH",5599,"LF016"
"S10","ETH",217.5,"LF010"
"S10","ETH",146,"LF005"
"S10","ETH",241.5,"EBP"
"S10","ETH",876.5,"RBP2b.P87"
"S10","ETH",390,"MSP8"
"S10","ETH",32,"PvCSS"
"S10","ETH",31,"PTEX150"
"S10","ETH",3422.5,"LF016"
"S1","ETH",16354.5,"LF010"
"S1","ETH",14402,"LF005"
"S1","ETH",15720.5,"EBP"
"S1","ETH",20435,"RBP2b.P87"
"S1","ETH",20457,"MSP8"
"S1","ETH",6477,"PvCSS"
"S1","ETH",5303,"PTEX150"
"S1","ETH",23505,"LF016"
"S2","ETH",12666,"LF010"
"S2","ETH",11310,"LF005"
"S2","ETH",12414,"EBP"
"S2","ETH",18761,"RBP2b.P87"
"S2","ETH",18259,"MSP8"
"S2","ETH",4146,"PvCSS"
"S2","ETH",3152,"PTEX150"
"S2","ETH",23869,"LF016"
"S3","ETH",9823.5,"LF010"
"S3","ETH",7906,"LF005"
"S3","ETH",9124.5,"EBP"
"S3","ETH",17088,"RBP2b.P87"
"S3","ETH",14220.5,"MSP8"
"S3","ETH",2116,"PvCSS"
"S3","ETH",1853,"PTEX150"
"S3","ETH",24136,"LF016"
"S4","ETH",6738,"LF010"
"S4","ETH",5042,"LF005"
"S4","ETH",5877,"EBP"
"S4","ETH",13625.5,"RBP2b.P87"
"S4","ETH",10004.5,"MSP8"
"S4","ETH",1152,"PvCSS"
"S4","ETH",1035,"PTEX150"
"S4","ETH",22197.5,"LF016"
"S5","ETH",4029.5,"LF010"
"S5","ETH",2683.5,"LF005"
"S5","ETH",3456.5,"EBP"
"S5","ETH",10943,"RBP2b.P87"
"S5","ETH",6407,"MSP8"
"S5","ETH",631,"PvCSS"
"S5","ETH",567.5,"PTEX150"
"S5","ETH",20312.5,"LF016"
"S6","ETH",2124.5,"LF010"
"S6","ETH",1583.5,"LF005"
"S6","ETH",2266,"EBP"
"S6","ETH",7775.5,"RBP2b.P87"
"S6","ETH",3820,"MSP8"
"S6","ETH",329,"PvCSS"
"S6","ETH",307,"PTEX150"
"S6","ETH",17289.5,"LF016"
"S7","ETH",1280.5,"LF010"
"S7","ETH",919,"LF005"
"S7","ETH",1490.5,"EBP"
"S7","ETH",4558,"RBP2b.P87"
"S7","ETH",2209,"MSP8"
"S7","ETH",170,"PvCSS"
"S7","ETH",165,"PTEX150"
"S7","ETH",13011,"LF016"
"S8","ETH",666,"LF010"
"S8","ETH",508,"LF005"
"S8","ETH",744,"EBP"
"S8","ETH",2561,"RBP2b.P87"
"S8","ETH",1234,"MSP8"
"S8","ETH",93,"PvCSS"
"S8","ETH",87,"PTEX150"
"S8","ETH",9107,"LF016"
"S9","ETH",487,"LF010"
"S9","ETH",271,"LF005"
"S9","ETH",442.5,"EBP"
"S9","ETH",1563.5,"RBP2b.P87"
"S9","ETH",682,"MSP8"
"S9","ETH",49,"PvCSS"
"S9","ETH",48,"PTEX150"
"S9","ETH",5592,"LF016"
"S10","ETH",253.5,"LF010"
"S10","ETH",138,"LF005"
"S10","ETH",224,"EBP"
"S10","ETH",779,"RBP2b.P87"
"S10","ETH",359,"MSP8"
"S10","ETH",29.5,"PvCSS"
"S10","ETH",30,"PTEX150"
"S10","ETH",3101.5,"LF016"
"S1","ETH",15856,"LF010"
"S1","ETH",14374,"LF005"
"S1","ETH",14621,"EBP"
"S1","ETH",20659,"RBP2b.P87"
"S1","ETH",20900,"MSP8"
"S1","ETH",6145.5,"PvCSS"
"S1","ETH",5036,"PTEX150"
"S1","ETH",24285,"LF016"
"S2","ETH",14059,"LF010"
"S2","ETH",11140,"LF005"
"S2","ETH",12539,"EBP"
"S2","ETH",18992,"RBP2b.P87"
"S2","ETH",17944,"MSP8"
"S2","ETH",3792,"PvCSS"
"S2","ETH",2877,"PTEX150"
"S2","ETH",24067.5,"LF016"
"S3","ETH",9412,"LF010"
"S3","ETH",7631,"LF005"
"S3","ETH",8826,"EBP"
"S3","ETH",14157,"RBP2b.P87"
"S3","ETH",13834.5,"MSP8"
"S3","ETH",2009.5,"PvCSS"
"S3","ETH",1761,"PTEX150"
"S3","ETH",24308,"LF016"
"S4","ETH",6113.5,"LF010"
"S4","ETH",4889,"LF005"
"S4","ETH",5879.5,"EBP"
"S4","ETH",12295,"RBP2b.P87"
"S4","ETH",9787,"MSP8"
"S4","ETH",1120,"PvCSS"
"S4","ETH",996.5,"PTEX150"
"S4","ETH",22365,"LF016"
"S5","ETH",4350,"LF010"
"S5","ETH",2661.5,"LF005"
"S5","ETH",3397.5,"EBP"
"S5","ETH",10269,"RBP2b.P87"
"S5","ETH",6498.5,"MSP8"
"S5","ETH",600.5,"PvCSS"
"S5","ETH",554,"PTEX150"
"S5","ETH",20624,"LF016"
"S6","ETH",2194.5,"LF010"
"S6","ETH",1548,"LF005"
"S6","ETH",2246,"EBP"
"S6","ETH",7154,"RBP2b.P87"
"S6","ETH",3837,"MSP8"
"S6","ETH",321,"PvCSS"
"S6","ETH",298,"PTEX150"
"S6","ETH",17604.5,"LF016"
"S7","ETH",1298.5,"LF010"
"S7","ETH",854,"LF005"
"S7","ETH",1255,"EBP"
"S7","ETH",3892,"RBP2b.P87"
"S7","ETH",2055,"MSP8"
"S7","ETH",155,"PvCSS"
"S7","ETH",149,"PTEX150"
"S7","ETH",12152.5,"LF016"
"S8","ETH",626,"LF010"
"S8","ETH",501.5,"LF005"
"S8","ETH",726,"EBP"
"S8","ETH",2538,"RBP2b.P87"
"S8","ETH",1263,"MSP8"
"S8","ETH",92,"PvCSS"
"S8","ETH",81,"PTEX150"
"S8","ETH",8871.5,"LF016"
"S9","ETH",415,"LF010"
"S9","ETH",259.5,"LF005"
"S9","ETH",380,"EBP"
"S9","ETH",1348,"RBP2b.P87"
"S9","ETH",658,"MSP8"
"S9","ETH",48,"PvCSS"
"S9","ETH",47,"PTEX150"
"S9","ETH",5640,"LF016"
"S10","ETH",204,"LF010"
"S10","ETH",135,"LF005"
"S10","ETH",199,"EBP"
"S10","ETH",734,"RBP2b.P87"
"S10","ETH",350,"MSP8"
"S10","ETH",29.5,"PvCSS"
"S10","ETH",28,"PTEX150"
"S10","ETH",3025.5,"LF016"
"S1","ETH",15565,"LF010"
"S1","ETH",14395,"LF005"
"S1","ETH",15926.5,"EBP"
"S1","ETH",20755,"RBP2b.P87"
"S1","ETH",20681.5,"MSP8"
"S1","ETH",6073.5,"PvCSS"
"S1","ETH",5013,"PTEX150"
"S1","ETH",24362,"LF016"
"S2","ETH",13268,"LF010"
"S2","ETH",11246,"LF005"
"S2","ETH",11775,"EBP"
"S2","ETH",20348,"RBP2b.P87"
"S2","ETH",18133.5,"MSP8"
"S2","ETH",3818.5,"PvCSS"
"S2","ETH",2934.5,"PTEX150"
"S2","ETH",25131.5,"LF016"
"S3","ETH",8797,"LF010"
"S3","ETH",7471.5,"LF005"
"S3","ETH",8232,"EBP"
"S3","ETH",17991.5,"RBP2b.P87"
"S3","ETH",13603,"MSP8"
"S3","ETH",1961,"PvCSS"
"S3","ETH",1672,"PTEX150"
"S3","ETH",23770,"LF016"
"S4","ETH",5673,"LF010"
"S4","ETH",4810,"LF005"
"S4","ETH",5863.5,"EBP"
"S4","ETH",13263,"RBP2b.P87"
"S4","ETH",9645,"MSP8"
"S4","ETH",1086,"PvCSS"
"S4","ETH",985.5,"PTEX150"
"S4","ETH",22726,"LF016"
"S5","ETH",3632.5,"LF010"
"S5","ETH",2614,"LF005"
"S5","ETH",3661.5,"EBP"
"S5","ETH",10710,"RBP2b.P87"
"S5","ETH",6205.5,"MSP8"
"S5","ETH",583,"PvCSS"
"S5","ETH",544.5,"PTEX150"
"S5","ETH",21071,"LF016"
"S6","ETH",2094,"LF010"
"S6","ETH",1527,"LF005"
"S6","ETH",2253,"EBP"
"S6","ETH",6623,"RBP2b.P87"
"S6","ETH",3711,"MSP8"
"S6","ETH",298,"PvCSS"
"S6","ETH",279.5,"PTEX150"
"S6","ETH",16604,"LF016"
"S7","ETH",1305,"LF010"
"S7","ETH",833,"LF005"
"S7","ETH",1231,"EBP"
"S7","ETH",4882,"RBP2b.P87"
"S7","ETH",1985,"MSP8"
"S7","ETH",159,"PvCSS"
"S7","ETH",147,"PTEX150"
"S7","ETH",12961,"LF016"
"S8","ETH",774,"LF010"
"S8","ETH",468,"LF005"
"S8","ETH",648,"EBP"
"S8","ETH",2140.5,"RBP2b.P87"
"S8","ETH",1154.5,"MSP8"
"S8","ETH",84,"PvCSS"
"S8","ETH",78,"PTEX150"
"S8","ETH",8550.5,"LF016"
"S9","ETH",329,"LF010"
"S9","ETH",250,"LF005"
"S9","ETH",433,"EBP"
"S9","ETH",1398,"RBP2b.P87"
"S9","ETH",642,"MSP8"
"S9","ETH",47,"PvCSS"
"S9","ETH",48,"PTEX150"
"S9","ETH",5614,"LF016"
"S10","ETH",191.5,"LF010"
"S10","ETH",130,"LF005"
"S10","ETH",220,"EBP"
"S10","ETH",776.5,"RBP2b.P87"
"S10","ETH",344.5,"MSP8"
"S10","ETH",26,"PvCSS"
"S10","ETH",29,"PTEX150"
"S10","ETH",2845.5,"LF016"
"S1","ETH",15085.5,"LF010"
"S1","ETH",14246,"LF005"
"S1","ETH",14086.5,"EBP"
"S1","ETH",19801,"RBP2b.P87"
"S1","ETH",20516,"MSP8"
"S1","ETH",6054.5,"PvCSS"
"S1","ETH",5021,"PTEX150"
"S1","ETH",24140.5,"LF016"
"S2","ETH",12613,"LF010"
"S2","ETH",11152.5,"LF005"
"S2","ETH",12212,"EBP"
"S2","ETH",20248,"RBP2b.P87"
"S2","ETH",18113.5,"MSP8"
"S2","ETH",3769.5,"PvCSS"
"S2","ETH",2998,"PTEX150"
"S2","ETH",24560,"LF016"
"S3","ETH",8406,"LF010"
"S3","ETH",6691,"LF005"
"S3","ETH",7731.5,"EBP"
"S3","ETH",15051,"RBP2b.P87"
"S3","ETH",12677,"MSP8"
"S3","ETH",1862,"PvCSS"
"S3","ETH",1571,"PTEX150"
"S3","ETH",21915.5,"LF016"
"S4","ETH",6148,"LF010"
"S4","ETH",4884,"LF005"
"S4","ETH",5663,"EBP"
"S4","ETH",13851.5,"RBP2b.P87"
"S4","ETH",9832,"MSP8"
"S4","ETH",1116.5,"PvCSS"
"S4","ETH",1004,"PTEX150"
"S4","ETH",22760.5,"LF016"
"S5","ETH",4349,"LF010"
"S5","ETH",2749,"LF005"
"S5","ETH",3144,"EBP"
"S5","ETH",10351.5,"RBP2b.P87"
"S5","ETH",6410,"MSP8"
"S5","ETH",625,"PvCSS"
"S5","ETH",575.5,"PTEX150"
"S5","ETH",20080,"LF016"
"S6","ETH",2345,"LF010"
"S6","ETH",1534,"LF005"
"S6","ETH",2041,"EBP"
"S6","ETH",7775.5,"RBP2b.P87"
"S6","ETH",3723.5,"MSP8"
"S6","ETH",307.5,"PvCSS"
"S6","ETH",280.5,"PTEX150"
"S6","ETH",16530,"LF016"
"S7","ETH",1456,"LF010"
"S7","ETH",862,"LF005"
"S7","ETH",1215,"EBP"
"S7","ETH",4887,"RBP2b.P87"
"S7","ETH",2042,"MSP8"
"S7","ETH",156,"PvCSS"
"S7","ETH",152,"PTEX150"
"S7","ETH",13017,"LF016"
"S8","ETH",752,"LF010"
"S8","ETH",460,"LF005"
"S8","ETH",689,"EBP"
"S8","ETH",2527,"RBP2b.P87"
"S8","ETH",1147,"MSP8"
"S8","ETH",83,"PvCSS"
"S8","ETH",77.5,"PTEX150"
"S8","ETH",8667,"LF016"
"S9","ETH",340,"LF010"
"S9","ETH",240.5,"LF005"
"S9","ETH",369,"EBP"
"S9","ETH",1246,"RBP2b.P87"
"S9","ETH",630,"MSP8"
"S9","ETH",44,"PvCSS"
"S9","ETH",43.5,"PTEX150"
"S9","ETH",5549,"LF016"
"S10","ETH",195,"LF010"
"S10","ETH",130,"LF005"
"S10","ETH",208,"EBP"
"S10","ETH",708,"RBP2b.P87"
"S10","ETH",349,"MSP8"
"S10","ETH",30,"PvCSS"
"S10","ETH",27,"PTEX150"
"S10","ETH",2998.5,"LF016"
"S1","ETH",13915.5,"LF010"
"S1","ETH",14171,"LF005"
"S1","ETH",14179,"EBP"
"S1","ETH",20743,"RBP2b.P87"
"S1","ETH",20882.5,"MSP8"
"S1","ETH",6062,"PvCSS"
"S1","ETH",5110,"PTEX150"
"S1","ETH",24735,"LF016"
"S2","ETH",14318,"LF010"
"S2","ETH",10293,"LF005"
"S2","ETH",12178,"EBP"
"S2","ETH",18101.5,"RBP2b.P87"
"S2","ETH",17122,"MSP8"
"S2","ETH",3483.5,"PvCSS"
"S2","ETH",2868,"PTEX150"
"S2","ETH",23153,"LF016"
"S3","ETH",8196,"LF010"
"S3","ETH",7529,"LF005"
"S3","ETH",8098,"EBP"
"S3","ETH",17868,"RBP2b.P87"
"S3","ETH",13656,"MSP8"
"S3","ETH",1944,"PvCSS"
"S3","ETH",1671,"PTEX150"
"S3","ETH",22534,"LF016"
"S4","ETH",6305,"LF010"
"S4","ETH",4841.5,"LF005"
"S4","ETH",6097,"EBP"
"S4","ETH",14215,"RBP2b.P87"
"S4","ETH",9790,"MSP8"
"S4","ETH",1093,"PvCSS"
"S4","ETH",995,"PTEX150"
"S4","ETH",22816,"LF016"
"S5","ETH",2929.5,"LF010"
"S5","ETH",2558,"LF005"
"S5","ETH",3753,"EBP"
"S5","ETH",10186,"RBP2b.P87"
"S5","ETH",6001,"MSP8"
"S5","ETH",579,"PvCSS"
"S5","ETH",517.5,"PTEX150"
"S5","ETH",20673,"LF016"
"S6","ETH",1861.5,"LF010"
"S6","ETH",1425,"LF005"
"S6","ETH",2244.5,"EBP"
"S6","ETH",6557,"RBP2b.P87"
"S6","ETH",3403,"MSP8"
"S6","ETH",289,"PvCSS"
"S6","ETH",260,"PTEX150"
"S6","ETH",16389,"LF016"
"S7","ETH",1139.5,"LF010"
"S7","ETH",808,"LF005"
"S7","ETH",1220,"EBP"
"S7","ETH",4645.5,"RBP2b.P87"
"S7","ETH",1981,"MSP8"
"S7","ETH",150,"PvCSS"
"S7","ETH",142,"PTEX150"
"S7","ETH",12775,"LF016"
"S8","ETH",623.5,"LF010"
"S8","ETH",436.5,"LF005"
"S8","ETH",720,"EBP"
"S8","ETH",2196,"RBP2b.P87"
"S8","ETH",1091,"MSP8"
"S8","ETH",78,"PvCSS"
"S8","ETH",76,"PTEX150"
"S8","ETH",8542,"LF016"
"S9","ETH",373,"LF010"
"S9","ETH",227,"LF005"
"S9","ETH",374,"EBP"
"S9","ETH",1232,"RBP2b.P87"
"S9","ETH",611,"MSP8"
"S9","ETH",45,"PvCSS"
"S9","ETH",44,"PTEX150"
"S9","ETH",5324,"LF016"
"S10","ETH",198,"LF010"
"S10","ETH",127,"LF005"
"S10","ETH",195,"EBP"
"S10","ETH",678,"RBP2b.P87"
"S10","ETH",343,"MSP8"
"S10","ETH",27,"PvCSS"
"S10","ETH",27,"PTEX150"
"S10","ETH",3021,"LF016"
"S1","ETH",6026,"PvCSS"
"S10","ETH",39,"PvCSS"
"S2","ETH",3807,"PvCSS"
"S3","ETH",2210.5,"PvCSS"
"S4","ETH",1232.5,"PvCSS"
"S5","ETH",703,"PvCSS"
"S6","ETH",380.5,"PvCSS"
"S7","ETH",198,"PvCSS"
"S8","ETH",114,"PvCSS"
"S9","ETH",65,"PvCSS"
"S1","PNG",14729,"PvCSS"
"S10","PNG",129,"PvCSS"
"S2","PNG",10660,"PvCSS"
"S3","PNG",6882,"PvCSS"
